sent_id,text,Source,Target,Polar_expression,Polarity
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,the bagels,freeze,Negative
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,the bagels,would still be better than any else.,Negative
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,they,would still be better than any else.,Negative
1269216:4,Worth visiting the 1st Ave spot because it is the original store.,,it,the original store.,Positive
1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A.,,,,
1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",,,,
1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,,,,
1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.)",,,,
1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",,,,
1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",,,,
1275154:6,The sake menu should not be overlooked!,,The sake menu,should not be overlooked!,Negative
1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",,,,
1275154:8,Try the lobster teriyaki and the rose special roll.,,,,
1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,,,,
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,non-intrusive.,Positive
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,very good,Positive
1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",,Food,very good,Positive
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,Wine list selection,good,Positive
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,,rather noisy,Negative
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,decour,pleasant,Positive
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,the restaurant,full,Positive
1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",,,,
1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",,,,
1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",,Seating,"always prompt,",Positive
1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",,Food,"usually very good,",Negative
1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",,,,
1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,The decor,vibrant,Positive
1286916:0,I have NEVER been disappointed in the Red Eye.,I,,NEVER been disappointed,Negative
1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",,,,
1286916:2,I've never ordered anything else from their menu...there's no need to.,,,ordered,Negative
1286916:3,It's simply the best meal in NYC.,,meal,the best,Positive
1286916:4,You cannot go wrong at the Red Eye Grill.,,,,
1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",,,,
1287538:1,We've lived in the area for more than 8 years.,,,,
1287538:2,The restaurant is cute but not upscale.,,The restaurant,cute,Negative
1287538:2,The restaurant is cute but not upscale.,,The restaurant,not upscale.,Negative
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,The food,rough,Positive
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,balance of herbs,perfect,Positive
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,the food,delicious,Positive
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,,homemade,Positive
1287538:4,I would highly recommend it.,I,it.,highly recommend,Positive
1287538:5,It's one of our favorite places to eat in NY.,,,,
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,,,
1289424:1,We were walking around the village and went into this place just for some drinks.,,,drinks.,Positive
1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,,,,
1289424:3,The server was really cool and served us our food and drinks with a smile.,,drinks,with a smile.,Positive
1289424:3,The server was really cool and served us our food and drinks with a smile.,,The server,really cool,Positive
1289424:4,The place's decor and hidden bathrooms made for a good laugh.,,,,
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,,dinner,having,Positive
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,I,visiting this restaurant,recommend,Positive
1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",,,"entertained,",Positive
1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",,place,great,Positive
1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",,,,
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",,the food,"delicious,",Positive
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",,,happy,Positive
1293334:3,The entertainment was great they have shows that go on through out the dinner.,,The entertainment,great,Positive
1293334:4,"Please take my advice, go and try this place.",,,,
1293334:5,Its located in greenewich village.,,,,
1293334:6,You will not be disapointed at all.,,,,
1297844:0,Our first time in New York and we had to try a New York Bagel.,,,,
1297844:1,We were not dissappointed in the least bit by this little gem.,,,little gem.,Negative
1297844:1,We were not dissappointed in the least bit by this little gem.,,,dissappointed,Negative
1297844:2,The bagel was huge.,,The bagel,huge.,Positive
1297844:3,They were served warm and had a soft fluffy interior.,,They,warm,Positive
1297844:4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,,,,
1297844:5,I loved it and would HIGHLY RECOMMEND.,,,,
1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,,the food,delicous,Positive
1300636:1,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",,,,
1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,I,lobster,highly recommend,Positive
1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",,fish,enjoyed,Positive
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",I,Cafe,recommend,Positive
1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",I,Bart's,recommend,Positive
1303888:0,All the staff is absolutely professional!!,,All the staff,absolutely professional!!,Positive
1303888:1,I sometimes see the waiters don't have enough knowledge of their dishes.,,,,
1303888:2,But they do.,,,,
1303888:3,"(that is A MUST, but not every restaurant can do...)",,restaurant,not every,Negative
1303888:3,"(that is A MUST, but not every restaurant can do...)",,(that,"MUST,",Negative
1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT.",I,,recommend,Positive
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",,small,nice,Positive
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",,small,enough for 6 (or more).,Positive
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",,small,"quiet,",Positive
1303984:0,This restaurant was way overhyped.,,This restaurant,way overhyped.,Positive
