sent_id,text,Source,Target,Polar_expression,Polarity
1145510:3,"A large is $20, and toppings are about $3 each.",,"$20,",each.,Negative
1145510:3,"A large is $20, and toppings are about $3 each.",,toppings,each.,Negative
1147082:1,Sauce was watery and the food didn't have much flavor.,,watery,didn't have much flavor.,Negative
1147082:1,Sauce was watery and the food didn't have much flavor.,,the food didn't,didn't have much flavor.,Negative
1138996:4,"When we sat, we got great and fast service.",,,great,Positive
1138996:4,"When we sat, we got great and fast service.",,,fast service.,Positive
1145510:1,The pizza is yummy and I like the atmoshpere.,,The pizza,the atmoshpere.,Positive
1145510:0,This is a fun restaurant to go to.,,,fun,Positive
1147211:4,Slightly on the pricey side but worth it!,,,on the pricey side,Negative
1147211:4,Slightly on the pricey side but worth it!,,,it!,Negative
1125006:2,And I've been to many NYC delis.,,,,
1125284:3,This place is worth an one-hour drive.,,This place,worth an one-hour drive.,Negative
1131595:4,I just don't understand all the hype...,,hype...,all the hype...,Positive
1145510:2,But the pizza is way to expensive.,,,,
1147082:3,I don't think I would go again.,,,would go,Negative
1126814:5,"Our teenage kids love it, too.",,,,
1138996:0,We went to Ino for Valentines.,,,,
1147211:3,"Service was prompt, friendly and great.",,Service,friendly,Positive
1147211:3,"Service was prompt, friendly and great.",,Service,great.,Positive
1123262:3,Worth the trip from Manhattan.,,,,
1126814:3,Decent wine at reasonable prices.,,wine,reasonable prices.,Positive
1126886:4,I'm partial to the Gnocchi.,,,,
1131595:0,This place is incredibly tiny.,,This place,incredibly tiny.,Negative
1131595:3,The food was bland oily.,,The food,oily.,Negative
1125006:0,Was there Friday night.,,,there Friday night.,Positive
1147211:0,This place is great.,,This place,great.,Positive
1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,,it,very much...,Negative
1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,,it,we're repeat customers.,Negative
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,Planet Thailand,there,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,the,there,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,food,there,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,Planet Thailand,great,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,the,great,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,food,great,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,Planet Thailand,excellent,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,the,excellent,Positive
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,food,excellent,Positive
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,the vibe,may,Negative
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,French food,may,Negative
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,the vibe,"bit packed on weekends,",Negative
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,French food,"bit packed on weekends,",Negative
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,the vibe,good,Positive
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,French food,good,Positive
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,the vibe,the best,Positive
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,French food,the best,Positive
1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",,pizza,should not have additional toppings,Negative
1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",,pizza,tastes like,Negative
1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",,pizza,freshly baked bread!,Negative
1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",,,"there weren't a lot of choices, most of",Positive
1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",,,appetizer section.,Positive
1167434:2,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",,,tired,Negative
1167434:2,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",,,cold,Negative
1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",,,Not sure,Negative
1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",,,great,Positive
1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",,,has great food!,Positive
1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,kitchen,"rather warm,",Negative
1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,kitchen,the open kitchen,Negative
1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,kitchen,of the charm.,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,variety,With,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,the menu,With,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,bored,With,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,variety,great variety,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,the menu,great variety,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,bored,great variety,Positive
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,variety,never get,Negative
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,the menu,never get,Negative
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",,bored,never get,Negative
