sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
1232468:0,The tuna and wasabe potatoes are excellent.,,The tuna,excellent.,Positive,TRUE
1232468:0,The tuna and wasabe potatoes are excellent.,,wasabe potatoes,excellent.,Positive,TRUE
1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,,,,,FALSE
1232468:2,"Inside is a little cramped, but to be expected.",,Inside,"a little cramped,",Negative,FALSE
1232468:2,"Inside is a little cramped, but to be expected.",,Inside,to be expected.,Negative,FALSE
1232468:3,Service was prompt and courteous.,,Service,prompt,Positive,TRUE
1232468:3,Service was prompt and courteous.,,Service,courteous.,Positive,TRUE
1232468:4,This was a repeat visit and we'll definitely be back again.,,visit,definitely be back again.,Positive,FALSE
1232468:4,This was a repeat visit and we'll definitely be back again.,,we'll,definitely be back again.,Positive,FALSE
1241906:0,"Great service, great food.",,food.,Great,Positive,TRUE
1241906:0,"Great service, great food.",,food.,great,Positive,TRUE
1241906:1,Prices are in line.,,Prices,line.,Positive,FALSE
1241906:2,"Compared to other shabu restaurants around town, this places wins hands-down.",,,,,FALSE
1241906:3,But too far east!,,,too far east!,Negative,FALSE
1253117:0,I live a block away and go to Patsy's frequently.,I,,a block away,Positive,FALSE
1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",,The pizza,delicious,Positive,TRUE
1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",,some,nice,Positive,FALSE
1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",,,very quickly,Negative,FALSE
1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",,its,not that filling.,Negative,FALSE
1253117:4,So eat fast and order a lot.,,,fast,Positive,FALSE
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,,Wait staff,blantently unappreciative,Positive,TRUE
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,,pie,best,Positive,TRUE
1256373:0,By far the best salad I have had in a fast food restaurant.,,,fast,Positive,FALSE
1256373:0,By far the best salad I have had in a fast food restaurant.,,salad,the best,Positive,TRUE
1256373:1,fine dining restaurant quality.,,dining restaurant,fine,Positive,TRUE
1256373:1,fine dining restaurant quality.,,dining,fine,Positive,TRUE
1256373:2,Over 100 different choices to create your own.,,,,,FALSE
1256373:3,A must try!,,,,,FALSE
1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",,restaurant,great,Positive,TRUE
1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,,perfect,Positive,FALSE
1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,,delicious,Positive,FALSE
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,the service,professional wan warm.,Positive,TRUE
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,The chicken pot pie,"delictable,",Positive,TRUE
1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",,,,,FALSE
1264954:4,We will return many times for this oasis in mid-town.,We,times,return,Positive,FALSE
1269216:0,I grew up on these bagels.,,,,,FALSE
1269216:1,The staff is no nonsense.,,The staff,no nonsense.,Negative,TRUE
1269216:2,The food options rule.,,The food options,rule.,Positive,TRUE
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,the bagels,freeze,Negative,TRUE
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,the bagels,would still be better than any else.,Negative,TRUE
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,,they,would still be better than any else.,Negative,FALSE
1269216:4,Worth visiting the 1st Ave spot because it is the original store.,,it,the original store.,Positive,FALSE
1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A.,,,,,FALSE
1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",,,,,FALSE
1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,,,,,FALSE
1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.)",,,,,FALSE
1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",,,,,FALSE
1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",,,,,FALSE
1275154:6,The sake menu should not be overlooked!,,The sake menu,should not be overlooked!,Negative,TRUE
1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",,,,,FALSE
1275154:8,Try the lobster teriyaki and the rose special roll.,,,,,FALSE
1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,,,,,FALSE
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,non-intrusive.,Positive,TRUE
1280166:1,"Service was very good - prompt, attentive and non-intrusive.",,Service,very good,Positive,TRUE
1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",,Food,very good,Positive,TRUE
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,Wine list selection,good,Positive,TRUE
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,,rather noisy,Negative,FALSE
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,decour,pleasant,Positive,TRUE
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,the restaurant,full,Positive,FALSE
1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",,,,,FALSE
1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",,,,,FALSE
1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",,Seating,"always prompt,",Positive,TRUE
1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",,Food,"usually very good,",Negative,TRUE
1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",,,,,FALSE
1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,The decor,vibrant,Positive,TRUE
1286916:0,I have NEVER been disappointed in the Red Eye.,I,,NEVER been disappointed,Negative,FALSE
1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",,,,,FALSE
1286916:2,I've never ordered anything else from their menu...there's no need to.,,,ordered,Negative,FALSE
1286916:3,It's simply the best meal in NYC.,,meal,the best,Positive,TRUE
1286916:4,You cannot go wrong at the Red Eye Grill.,,,,,FALSE
1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",,,,,FALSE
1287538:1,We've lived in the area for more than 8 years.,,,,,FALSE
1287538:2,The restaurant is cute but not upscale.,,The restaurant,cute,Negative,TRUE
1287538:2,The restaurant is cute but not upscale.,,The restaurant,not upscale.,Negative,TRUE
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,The food,rough,Positive,TRUE
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,balance of herbs,perfect,Positive,TRUE
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,the food,delicious,Positive,TRUE
1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,,homemade,Positive,FALSE
1287538:4,I would highly recommend it.,I,it.,highly recommend,Positive,FALSE
1287538:5,It's one of our favorite places to eat in NY.,,,,,FALSE
1289424:0,We had a great time at the Jekyll and hyde Pub last night.,,,,,FALSE
1289424:1,We were walking around the village and went into this place just for some drinks.,,,drinks.,Positive,FALSE
1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,,,,,FALSE
1289424:3,The server was really cool and served us our food and drinks with a smile.,,drinks,with a smile.,Positive,FALSE
1289424:3,The server was really cool and served us our food and drinks with a smile.,,The server,really cool,Positive,TRUE
1289424:4,The place's decor and hidden bathrooms made for a good laugh.,,,,,FALSE
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,,dinner,having,Positive,FALSE
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,I,visiting this restaurant,recommend,Positive,TRUE
1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",,,"entertained,",Positive,FALSE
1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",,place,great,Positive,TRUE
1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",,,,,FALSE
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",,the food,"delicious,",Positive,TRUE
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",,,happy,Positive,FALSE
